Date,Open,High,Low,Close,Volume
2026-03-04,1330.0,1352.800048828125,1307.0,1345.0,32495007.0
2026-03-05,1353.0999755859375,1399.0,1353.0999755859375,1389.4000244140625,25957532.0
2026-03-06,1396.5,1424.300048828125,1390.300048828125,1404.800048828125,19311971.0
2026-03-09,1375.0,1429.4000244140625,1370.0,1424.0,24870822.0
2026-03-10,1430.5999755859375,1431.5,1400.5999755859375,1408.800048828125,18071259.0
2026-03-11,1424.9000244140625,1434.0,1383.5999755859375,1390.199951171875,21848087.0
2026-03-12,1390.0,1410.9000244140625,1381.0999755859375,1392.199951171875,20939959.0
2026-03-13,1385.199951171875,1400.800048828125,1378.4000244140625,1380.699951171875,17265090.0
2026-03-16,1380.0,1397.300048828125,1363.5,1395.0999755859375,22837802.0
2026-03-17,1399.0,1405.9000244140625,1388.199951171875,1397.5999755859375,19007744.0
2026-03-18,1397.199951171875,1412.9000244140625,1397.199951171875,1408.0999755859375,9559327.0
2026-03-19,1388.0,1415.699951171875,1376.0999755859375,1384.800048828125,16498373.0
2026-03-20,1398.0,1430.0,1396.0999755859375,1414.4000244140625,22994918.0
2026-03-23,1400.0,1415.5999755859375,1391.0,1407.800048828125,18979554.0
2026-03-24,1420.0,1422.4000244140625,1406.5999755859375,1411.800048828125,18620893.0
2026-03-25,1420.0,1430.5,1408.4000244140625,1413.0999755859375,19041331.0
2026-03-27,1401.0,1404.699951171875,1345.0,1348.0999755859375,23266517.0
2026-03-30,1335.0,1365.0,1334.0999755859375,1343.9000244140625,24393861.0
2026-04-01,1384.199951171875,1384.4000244140625,1362.9000244140625,1369.199951171875,14404619.0
2026-04-02,1357.0,1358.199951171875,1328.0,1350.5,21280051.0
2026-04-06,1359.0,1359.0,1290.0,1304.699951171875,29274881.0
